Date,Close,rtn,ma_5,ma_10,position,strategy_cum,close_5,ma_5_10,strategy_rtn,strategy_rtn_cum,bh_rtn
2005-03-15,1013.52,-0.01712888226296716,1035.28,1031.4900000000002,0,-0.0004646757300310611,0,1,-0.0,0.9995354322150155,1.0476200320430005
2005-03-16,1003.07,-0.010364123138999481,1028.1860000000001,1029.249,0,-0.0004646757300310611,0,0,-0.0,0.9995354322150155,1.0368184402294698
2005-03-17,992.86,-0.01023090895757317,1019.492,1027.4240000000002,0,-0.0004646757300310611,0,0,-0.0,0.9995354322150155,1.026264923251848
2005-03-18,978.66,-0.014405378143231395,1013.582,1023.939,0,-0.0004646757300310611,0,0,-0.0,0.9995354322150155,1.0115871621272423
2005-03-21,981.89,0.0032949967328992358,1003.8280000000001,1019.4379999999999,0,-0.0004646757300310611,0,0,0.0,0.9995354322150155,1.014925835960515
2005-03-22,964.02,-0.018367244503594726,994.0,1014.64,0,-0.0004646757300310611,0,0,-0.0,0.9995354322150155,0.9964545971368033
2005-03-23,959.01,-0.0052105389255512335,984.1,1006.1429999999998,0,-0.0004646757300310611,0,0,-0.0,0.9995354322150155,0.9912760349372062
2005-03-24,964.8,0.0060193236151731,975.2880000000001,997.39,0,-0.0004646757300310611,0,0,0.0,0.9995354322150155,0.9972608403535066
2005-03-25,962.96,-0.001908951901441469,969.676,991.6290000000001,0,-0.0004646757300310611,0,0,-0.0,0.9995354322150155,0.9953589332782057
2005-03-28,960.7,-0.0023496886557863306,966.5360000000001,985.182,0,-0.0004646757300310611,0,0,-0.0,0.9995354322150155,0.9930228952400644
2005-03-29,955.19,-0.005751911843880464,962.298,978.149,0,-0.0004646757300310611,0,0,-0.0,0.9995354322150155,0.9873275104656579
2005-03-30,937.03,-0.019194974770152307,960.5319999999999,972.316,0,-0.0004646757300310611,0,0,-0.0,0.9995354322150155,0.9685565145485555
2005-03-31,942.2,0.005502267464280841,956.1360000000001,965.7119999999999,0,-0.0004646757300310611,0,0,0.0,0.9995354322150155,0.973900459972092
2005-04-01,978.15,0.037445466241380565,951.616,960.6460000000001,0,-0.0004646757300310611,1,0,0.0,0.9995354322150155,1.0110600031009362
2005-04-04,962.17,-0.016471882277187433,954.6539999999999,960.595,0,-0.0004646757300310611,1,0,-0.0,0.9995354322150155,0.9945423536100059
2005-04-05,955.6,-0.006851734778479113,954.948,958.6229999999999,0,-0.0004646757300310611,1,0,-0.0,0.9995354322150155,0.9877513049770021
2005-04-06,973.67,0.018733021747224576,955.03,957.7810000000002,0,-0.0004646757300310611,1,0,0.0,0.9995354322150155,1.006429272830638
2005-04-07,984.73,0.011295054722610942,962.358,959.2470000000001,1,-0.0004646757300310611,1,1,0.0,0.9995354322150155,1.0178613881854366
2005-04-08,1003.45,0.0188318494632016,970.8639999999999,961.24,1,0.01836717373317054,1,1,0.0188318494632016,1.0185368877318217,1.037211225386325
2005-04-11,995.42,-0.008034582736932805,975.924,965.289,1,0.010332590996237734,1,1,-0.008034582736932805,1.0103861565459265,1.0289110548348752
2005-04-12,978.7,-0.016939598215985008,982.574,968.7609999999999,0,-0.006607007219747274,0,1,-0.016939598215985008,0.9934147710629672,1.0116285079332272
2005-04-13,1000.9,0.02242971379319858,987.1940000000001,971.1119999999999,1,-0.006607007219747274,1,1,0.0,0.9934147710629672,1.0345754302547934
2005-04-14,986.97,-0.014015230390210576,992.64,977.499,0,-0.02062223760995785,0,1,-0.014015230390210576,0.9795889465441276,1.0201767533205857
2005-04-15,974.08,-0.01314620804155009,993.0880000000001,981.976,0,-0.02062223760995785,0,1,-0.0,0.9795889465441276,1.0068530673419822
2005-04-18,963.77,-0.010640758861218735,987.2139999999999,981.5690000000001,0,-0.02062223760995785,0,1,-0.0,0.9795889465441276,0.9961961858493982
2005-04-19,965.89,0.00219727916104695,980.884,981.7289999999999,0,-0.02062223760995785,0,0,0.0,0.9795889465441276,0.9983875135665929
2005-04-20,950.87,-0.01567260110410995,978.3220000000001,982.758,0,-0.02062223760995785,0,0,-0.0,0.9795889465441276,0.9828621634192987
2005-04-21,943.98,-0.00727237550854376,968.316,980.4779999999998,0,-0.02062223760995785,0,0,-0.0,0.9795889465441276,0.9757403483384154
2005-04-22,939.1,-0.005183009669818439,959.7180000000001,976.403,0,-0.02062223760995785,0,0,-0.0,0.9795889465441276,0.9706961600082697
2005-04-25,930.07,-0.009662117678617577,952.722,969.9680000000001,0,-0.02062223760995785,0,0,-0.0,0.9795889465441276,0.9613623443071996
2005-04-26,937.08,0.007508805330633805,945.982,963.4330000000002,0,-0.02062223760995785,0,0,0.0,0.9795889465441276,0.9686081968060372
2005-04-27,926.6,-0.011246684480036073,940.22,959.2710000000001,0,-0.02062223760995785,0,0,-0.0,0.9795889465441276,0.9577755956380181
2005-04-28,942.07,0.01655760881173407,935.366,951.841,0,-0.02062223760995785,1,0,0.0,0.9795889465441276,0.9737660861026417
2005-04-29,932.4,-0.010317674632680074,934.984,947.351,0,-0.02062223760995785,0,0,-0.0,0.9795889465441276,0.9637707375058148
2005-05-09,909.17,-0.02522981176807093,933.644,943.183,0,-0.02062223760995785,0,0,-0.0,0.9795889465441276,0.9397591606801385
2005-05-10,913.08,0.004291404582900782,929.4639999999999,937.7230000000002,0,-0.02062223760995785,0,0,0.0,0.9795889465441276,0.943800713215154
2005-05-11,901.85,-0.012375290860223487,924.6640000000001,932.442,0,-0.02062223760995785,0,0,-0.0,0.9795889465441276,0.9321928781849198
2005-05-12,885.82,-0.017934439421851245,919.7139999999999,927.5400000000002,0,-0.02062223760995785,0,0,-0.0,0.9795889465441276,0.9156235464365088
2005-05-13,887.54,0.0019398210621073275,908.4640000000002,921.7239999999999,0,-0.02062223760995785,0,0,0.0,0.9795889465441276,0.917401416093855
2005-05-16,875.27,-0.013921180568650549,899.492,916.568,0,-0.02062223760995785,0,0,-0.0,0.9795889465441276,0.9047185901080164
2005-05-17,881.46,0.007047213422576526,892.7120000000001,911.088,0,-0.02062223760995785,0,0,0.0,0.9795889465441276,0.9111168535841648
2005-05-18,883.2,0.001972051912439987,886.3880000000001,905.5260000000001,0,-0.02062223760995785,0,0,0.0,0.9795889465441276,0.9129153961445038
2005-05-19,884.17,0.0010976763183663252,882.658,901.186,0,-0.02062223760995785,1,0,0.0,0.9795889465441276,0.9139180319396353
2005-05-20,882.76,-0.00159598886123824,882.3280000000001,895.3960000000001,0,-0.02062223760995785,1,0,-0.0,0.9795889465441276,0.9124605922786707
2005-05-23,863.34,-0.02224477497657773,881.3720000000001,890.432,0,-0.02062223760995785,0,0,-0.0,0.9795889465441276,0.8923872034730479
2005-05-24,868.46,0.005912940198036232,878.9860000000001,885.8489999999999,0,-0.02062223760995785,0,0,0.0,0.9795889465441276,0.8976794666391036
2005-05-25,868.45,-1.1514701395931581e-05,876.3860000000001,881.387,0,-0.02062223760995785,0,0,-0.0,0.9795889465441276,0.8976691301876066
2005-05-26,857.33,-0.012887104843062325,873.436,878.0470000000001,0,-0.02062223760995785,0,0,-0.0,0.9795889465441276,0.8861749961238314
2005-05-27,849.51,-0.00916319598388693,868.068,875.198,0,-0.02062223760995785,0,0,-0.0,0.9795889465441276,0.8780918910538013
2005-05-30,855.61,0.0071549521714127096,861.418,871.3950000000001,0,-0.02062223760995785,0,0,0.0,0.9795889465441276,0.8843971264664845
2005-05-31,855.95,0.0003972983763027571,859.872,869.4290000000001,0,-0.02062223760995785,0,0,0.0,0.9795889465441276,0.8847485658173554
2005-06-01,837.53,-0.021754879267597005,857.3700000000001,866.878,0,-0.02062223760995785,0,0,-0.0,0.9795889465441276,0.865708822161352
2005-06-02,818.38,-0.02313030754204881,851.186,862.311,0,-0.02062223760995785,0,0,-0.0,0.9795889465441276,0.8459145175461265
2005-06-03,818.03,-0.00042776566427349394,843.3960000000001,855.732,0,-0.02062223760995785,0,0,-0.0,0.9795889465441276,0.8455527417437596
2005-06-06,839.0,0.025311695720337646,837.1,849.259,0,-0.02062223760995785,1,0,0.0,0.9795889465441276,0.8672282805312936
2005-06-07,837.28,-0.002052163843308641,833.7779999999999,846.825,0,-0.02062223760995785,1,0,-0.0,0.9795889465441276,0.8654504108739469
2005-06-08,905.77,0.07862686805572405,830.0440000000001,843.707,0,-0.02062223760995785,1,0,0.0,0.9795889465441276,0.9362447671714303
2005-06-09,912.6,0.007512257813680812,843.692,847.439,0,-0.02062223760995785,1,0,0.0,0.9795889465441276,0.9433045635433358
2005-06-10,894.56,-0.019965691214967052,862.5359999999998,852.966,1,-0.02062223760995785,1,1,-0.0,0.9795889465441276,0.9246576050441886
2005-06-13,892.96,-0.0017901902382115864,877.842,857.4709999999999,1,-0.022412427848169436,1,1,-0.0017901902382115864,0.9778368647223712,0.9230037728047965
2005-06-14,883.54,-0.010605221828717148,888.634,861.2059999999999,0,-0.033017649676886585,0,1,-0.010605221828717148,0.9675214829967785,0.9132668354953744
2005-06-15,866.83,-0.019093686088125672,897.8860000000001,863.9649999999999,0,-0.033017649676886585,0,1,-0.0,0.9675214829967785,0.8959946250452224
2005-06-16,879.24,0.01421501883659193,890.098,866.8950000000001,0,-0.033017649676886585,0,1,0.0,0.9675214829967785,0.908822161352008
2005-06-17,880.34,0.0012502985295332891,883.426,872.981,0,-0.033017649676886585,0,1,0.0,0.9675214829967785,0.9099591710165906
2005-06-20,906.26,0.029018044101357887,880.582,879.2120000000001,1,-0.033017649676886585,1,1,0.0,0.9675214829967785,0.9367512532947443
2005-06-21,896.17,-0.011196113469843283,883.242,885.9379999999999,0,-0.04421376314672987,1,0,-0.011196113469843283,0.9567494178461177,0.9263217737350766
2005-06-22,900.65,0.004986597748646737,885.768,891.827,0,-0.04421376314672987,1,0,0.0,0.9567494178461177,0.9309525040053751
2005-06-23,893.57,-0.00789204974616986,892.5319999999999,891.3149999999999,1,-0.04421376314672987,1,1,-0.0,0.9567494178461177,0.923634296346065
2005-06-24,898.3,0.005279413111763276,895.3979999999999,889.412,1,-0.03893435003496659,1,1,0.005279413111763276,0.9618138501193717,0.9285234379037677
2005-06-27,916.04,0.01955594360781543,898.99,889.7860000000001,1,-0.019378406427151162,1,1,0.01955594360781543,0.9808081479053203,0.9468603028580289
2005-06-28,903.72,-0.013540453941715214,900.9459999999999,892.094,1,-0.032918860368866376,1,1,-0.013540453941715214,0.9676170684959134,0.9341257946147092
2005-06-29,898.9,-0.005347784321907412,902.4559999999999,894.1119999999999,0,-0.03826664469077379,0,1,-0.005347784321907412,0.9624562728178819,0.9291436249935399
2005-06-30,878.69,-0.022739631590702913,902.106,897.3190000000001,0,-0.03826664469077379,0,1,-0.0,0.9624562728178819,0.9082536565197176
2005-07-01,859.49,-0.022092971904750236,899.1299999999999,897.2639999999999,0,-0.03826664469077379,0,1,-0.0,0.9624562728178819,0.8884076696470107
2005-07-04,855.93,-0.004150592986907675,891.368,895.1790000000001,0,-0.03826664469077379,0,0,-0.0,0.9624562728178819,0.8847278929143628
2005-07-05,849.68,-0.00732878908370882,879.3459999999999,890.146,0,-0.03826664469077379,0,0,-0.0,0.9624562728178819,0.8782676107292366
2005-07-06,842.56,-0.00841493170533969,868.5379999999999,885.497,0,-0.03826664469077379,0,0,-0.0,0.9624562728178819,0.8709080572639412
2005-07-07,844.73,0.00257217336250104,857.2699999999999,879.6879999999999,0,-0.03826664469077379,0,0,0.0,0.9624562728178819,0.8731510672386171
2005-07-08,829.49,-0.018205995567706523,850.4779999999998,874.8040000000001,0,-0.03826664469077379,0,0,-0.0,0.9624562728178819,0.8573983151584068
2005-07-11,824.1,-0.0065191723334008245,844.4780000000001,867.923,0,-0.03826664469077379,0,0,-0.0,0.9624562728178819,0.8518269678019538
2005-07-12,851.82,0.0330833551341998,838.1119999999999,858.729,0,-0.03826664469077379,1,0,0.0,0.9624562728178819,0.8804796113494241
2005-07-13,846.23,-0.006584046634324103,838.54,853.539,0,-0.03826664469077379,1,0,-0.0,0.9624562728178819,0.8747015349630471
2005-07-14,849.59,0.003962689904369654,839.274,848.2720000000002,0,-0.03826664469077379,1,0,0.0,0.9624562728178819,0.8781745826657709
2005-07-15,841.0,-0.010162220200634842,840.2459999999999,845.3619999999999,0,-0.03826664469077379,1,0,-0.0,0.9624562728178819,0.8692955708305344
2005-07-18,832.99,-0.009570022680084556,842.548,843.5130000000001,0,-0.03826664469077379,0,0,-0.0,0.9624562728178819,0.861016073182077
2005-07-19,835.61,0.0031403597664771965,844.326,841.219,0,-0.03826664469077379,0,1,0.0,0.9624562728178819,0.8637242234740813
2005-07-20,842.64,0.008377823468945778,841.0840000000001,839.8120000000001,1,-0.03826664469077379,1,1,0.0,0.9624562728178819,0.8709907488759114
2005-07-21,843.99,0.0016008256562463075,840.366,839.82,1,-0.03666581903452748,1,1,0.0016008256562463075,0.963998231386552,0.8723861698278986
2005-07-22,859.69,0.018431212963574417,839.2459999999999,839.7460000000001,0,-0.018234606070953063,1,0,0.018431212963574417,0.9819306384444181,0.8886143986769343
2005-07-25,856.86,-0.0032973144552101985,842.984,842.766,1,-0.018234606070953063,1,1,-0.0,0.9819306384444181,0.88568918290351
2005-07-26,876.48,0.022639341381816003,847.758,846.042,1,0.0044047353108629395,1,1,0.022639341381816003,1.004414450416361,0.9059693007390565
2005-07-27,894.01,0.01980307471856868,855.932,848.508,1,0.02420781002943162,1,1,0.01980307471856868,1.024503197810254,0.9240891002118979
2005-07-28,890.89,-0.003495997734012768,866.2059999999999,853.2860000000001,1,0.020711812295418852,1,1,-0.003495997734012768,1.0209277904018712,0.9208641273450828
2005-07-29,888.16,-0.0030690561174182562,875.586,857.4159999999999,1,0.017642756178000596,1,1,-0.0030690561174182562,1.0177993089195363,0.9180422760866196
2005-08-01,891.61,0.0038769102988016613,881.28,862.132,1,0.021519666476802257,1,1,0.0038769102988016613,1.0217528844191905,0.9216083518528096
2005-08-02,903.6,0.013357967353195832,888.2299999999999,867.994,1,0.03487763382999809,1,1,0.013357967353195832,1.035492991735378,0.9340017571967548
2005-08-03,909.57,0.006585175768232254,893.6539999999999,874.793,1,0.041462809598230344,1,1,0.006585175768232254,1.042334396295648,0.9401726187399869
2005-08-04,904.15,-0.0059766845310917915,896.766,881.4860000000001,1,0.03548612506713855,1,1,-0.0059766845310917915,1.0361232718874966,0.9345702620290459
2005-08-05,923.8,0.021500322165516117,899.418,887.5020000000001,1,0.05698644723265467,1,1,0.021500322165516117,1.0586414627768281,0.9548813892190814
2005-08-08,927.47,0.0039648509484973005,906.5459999999999,893.9129999999999,1,0.06095129818115197,1,1,0.0039648509484973005,1.0628471503373298,0.9586748669181877
2005-08-09,933.09,0.00604121027259108,913.7180000000001,900.9739999999999,1,0.06699250845374305,1,1,0.00604121027259108,1.0692874675280692,0.9644839526590522
2005-08-10,940.37,0.007771755620875176,919.616,906.635,1,0.07476426407461823,1,1,0.007771755620875176,1.077630084814295,0.9720088893482869
2005-08-11,953.99,0.014379774374585708,925.7760000000001,911.271,1,0.08914403844920393,1,1,0.014379774374585708,1.0932381133085798,0.986087136286113
2005-08-12,938.32,-0.01656214699980474,935.744,917.5809999999999,1,0.0725818914493992,1,1,-0.01656214699980474,1.0752808587927618,0.9698899167915657
2005-08-15,954.5,0.017096600952553054,938.6479999999999,922.5970000000001,1,0.08967849240195225,1,1,0.017096600952553054,1.0938225549041813,0.9866142953124198
2005-08-16,945.06,-0.009939225624103543,944.0540000000001,928.8860000000001,1,0.0797392667778487,1,1,-0.009939225624103543,1.0830046555659982,0.9768566851000055
2005-08-17,953.01,0.008376979236883741,946.448,933.0319999999999,1,0.08811624601473245,1,1,0.008376979236883741,1.0921150686738963,0.9850741640394859
2005-08-18,920.67,-0.0345237309192008,948.976,937.376,0,0.053592515095531645,0,1,-0.0345237309192008,1.0550545957293167,0.9516460799007708
2005-08-19,923.04,0.002570904649197736,942.3119999999999,939.028,0,0.053592515095531645,0,1,0.0,1.0550545957293167,0.9540958189053705
2005-08-22,931.67,0.009306104223640865,939.256,938.952,0,0.053592515095531645,0,1,0.0,1.0550545957293167,0.9630161765465917
2005-08-23,923.41,-0.008905335174977935,934.6899999999999,939.372,0,0.053592515095531645,0,0,-0.0,1.0550545957293167,0.9544782676107294
2005-08-24,930.65,0.007809927187099497,930.3599999999999,938.4039999999999,0,0.053592515095531645,1,0,0.0,1.0550545957293167,0.9619618584939793
2005-08-25,930.12,-0.000569656662921858,925.8879999999999,937.432,0,0.053592515095531645,1,0,-0.0,1.0550545957293167,0.9614140265646806
2005-08-26,928.26,-0.0020017441223876276,927.7779999999999,935.0450000000001,0,0.053592515095531645,1,0,-0.0,1.0550545957293167,0.9594914465863875
2005-08-29,917.37,-0.011800985442492085,928.8219999999999,934.039,0,0.053592515095531645,0,0,-0.0,1.0550545957293167,0.9482350509070238
2005-08-30,914.88,-0.0027179713825935536,925.9619999999999,930.3259999999998,0,0.053592515095531645,0,0,-0.0,1.0550545957293167,0.9456612744844698
2005-08-31,927.92,0.014152613039673412,924.256,927.308,0,0.053592515095531645,1,0,0.0,1.0550545957293167,0.9591400072355161
2005-09-01,944.56,0.01777368842523419,923.71,924.799,0,0.053592515095531645,1,0,0.0,1.0550545957293167,0.9763398625251958
2005-09-02,947.87,0.003498151451191589,926.598,927.1879999999999,0,0.053592515095531645,1,0,0.0,1.0550545957293167,0.9797612279704383
2005-09-05,952.72,0.005103689409693857,930.5200000000001,929.671,1,0.053592515095531645,1,1,0.0,1.0550545957293167,0.9847744069460954
2005-09-06,936.61,-0.017054077850789717,937.5899999999999,931.7760000000001,0,0.03653843724474193,0,1,-0.017054077850789717,1.037214170906495,0.9681223835857157
2005-09-07,952.76,0.01709606202276337,941.936,933.0960000000001,1,0.03653843724474193,1,1,0.0,1.037214170906495,0.9848157527520806
2005-09-08,955.28,0.0026414555934151096,946.9040000000001,935.307,1,0.03917989283815704,1,1,0.0026414555934151096,1.039957547738734,0.9874205385291229
2005-09-09,949.07,-0.006521933480889253,949.048,937.823,1,0.032657959357267785,1,1,-0.006521933480889253,1.0331970834021442,0.981001602149982
2005-09-12,949.51,0.0004635043115142068,949.2880000000001,939.9039999999999,1,0.03312146366878199,1,1,0.0004635043115142068,1.0336760857061862,0.9814564060158149
2005-09-13,963.77,0.014906614876239566,948.646,943.118,1,0.04802807854502156,1,1,0.014906614876239566,1.0492001149235408,0.9961961858493982
2005-09-14,970.19,0.006639251672839741,954.0780000000001,948.007,1,0.0546673302178613,1,1,0.006639251672839741,1.056189193996151,1.0028321877099597
2005-09-15,969.6,-0.0006083132897831689,957.564,952.234,1,0.05405901692807813,1,1,-0.0006083132897831689,1.0555468954520943,1.0022223370716836
2005-09-16,967.49,-0.0021785263818419054,960.4280000000001,954.738,1,0.051880490546236224,1,1,-0.0021785263818419054,1.0532498616758939,1.000041345805985
2005-09-19,971.14,0.003765550221435099,964.1120000000001,956.7,1,0.05564604076767132,1,1,0.003765550221435099,1.0572234035162407,1.0038141506020986
2005-09-20,961.92,-0.009539352030087933,968.4379999999999,958.542,0,0.04610668873758339,0,1,-0.009539352030087933,1.0471861279633652,0.9942839423226012
2005-09-21,944.41,-0.018370893235670316,968.068,961.073,0,0.04610668873758339,0,1,-0.0,1.0471861279633652,0.9761848157527522
2005-09-22,923.27,-0.022638677785915107,962.9119999999999,960.238,0,0.04610668873758339,0,1,-0.0,1.0471861279633652,0.9543335572897825
2005-09-23,916.15,-0.007741609376785696,953.646,957.037,0,0.04610668873758339,0,0,-0.0,1.0471861279633652,0.9469740038244874
2005-09-26,918.48,0.0025400230593728423,943.378,953.7450000000001,0,0.04610668873758339,0,0,0.0,1.0471861279633652,0.9493823970231027
2005-09-27,904.21,-0.015658495486097657,932.8459999999999,950.642,0,0.04610668873758339,0,0,-0.0,1.0471861279633652,0.9346322807380226
2005-09-28,903.72,-0.0005420563981983761,921.3039999999999,944.686,0,0.04610668873758339,0,0,-0.0,1.0471861279633652,0.9341257946147092
2005-09-29,915.97,0.013464035144838071,913.1659999999999,938.039,0,0.04610668873758339,1,0,0.0,1.0471861279633652,0.9467879476975561
2005-09-30,917.39,0.0015490686869510384,911.7059999999999,932.676,0,0.04610668873758339,1,0,0.0,1.0471861279633652,0.9482557238100168
2005-10-10,907.32,-0.011037482374870677,911.9540000000001,927.6659999999999,0,0.04610668873758339,0,0,-0.0,1.0471861279633652,0.937846917153342
2005-10-11,919.72,0.013574076535620705,909.722,921.284,0,0.04610668873758339,1,0,0.0,1.0471861279633652,0.950664117008631
2005-10-12,923.48,0.004079866770323903,912.824,917.064,0,0.04610668873758339,1,0,0.0,1.0471861279633652,0.9545506227712033
2005-10-13,916.5,-0.007587075384364539,916.7760000000001,914.9709999999999,0,0.04610668873758339,0,1,-0.0,1.0471861279633652,0.9473357796268541
2005-10-14,904.83,-0.012814986528839611,916.882,914.2939999999999,0,0.04610668873758339,0,1,-0.0,1.0471861279633652,0.9352731407307873
2005-10-17,897.62,-0.008000264590791062,914.3700000000001,913.162,0,0.04610668873758339,0,1,-0.0,1.0471861279633652,0.9278205592020264
2005-10-18,902.37,0.005277819350197888,912.4300000000001,911.076,0,0.04610668873758339,0,1,0.0,1.0471861279633652,0.9327303736627217
2005-10-19,898.74,-0.00403085310164375,908.96,910.892,0,0.04610668873758339,0,0,-0.0,1.0471861279633652,0.928978241769601
2005-10-20,899.91,0.0013009759152948774,904.0120000000001,910.394,0,0.04610668873758339,0,0,0.0,1.0471861279633652,0.9301876065946566
2005-10-21,904.41,0.004988039073109185,900.6940000000001,908.7879999999999,0,0.04610668873758339,1,0,0.0,1.0471861279633652,0.9348390097679471
2005-10-24,906.65,0.002473690702947451,900.61,907.49,0,0.04610668873758339,1,0,0.0,1.0471861279633652,0.9371543749030958
2005-10-25,894.27,-0.013748745100574666,902.4159999999999,907.423,0,0.04610668873758339,0,0,-0.0,1.0471861279633652,0.924357847950799
2005-10-26,875.82,-0.02084715262891823,900.7959999999999,904.878,0,0.04610668873758339,0,0,-0.0,1.0471861279633652,0.9052870949403071
2005-10-27,875.85,3.4253027115127566e-05,896.2120000000001,900.1120000000001,0,0.04610668873758339,0,0,0.0,1.0471861279633652,0.9053181042947961
2005-10-28,867.73,-0.009314237034308448,891.4,896.0469999999999,0,0.04610668873758339,0,0,-0.0,1.0471861279633652,0.8969249056798805
2005-10-31,876.28,0.009805068203950995,884.064,892.3370000000001,0,0.04610668873758339,0,0,0.0,1.0471861279633652,0.9057625717091329
2005-11-01,872.86,-0.003910498139906515,877.9900000000001,890.2030000000001,0,0.04610668873758339,0,0,-0.0,1.0471861279633652,0.9022275052974317
2005-11-02,882.48,0.01096094923373414,873.708,887.2520000000001,0,0.04610668873758339,1,0,0.0,1.0471861279633652,0.9121711716367779
2005-11-03,874.58,-0.008992354540389158,875.04,885.626,0,0.04610668873758339,0,0,-0.0,1.0471861279633652,0.9040053749547787
2005-11-04,878.36,0.004312761257053488,874.7860000000001,883.0930000000001,0,0.04610668873758339,1,0,0.0,1.0471861279633652,0.9079125536203427
2005-11-07,877.28,-0.00123032072205298,876.912,880.4879999999999,0,0.04610668873758339,1,0,-0.0,1.0471861279633652,0.9067962168587524
2005-11-08,881.52,0.004821478523783895,877.1120000000001,877.551,0,0.04610668873758339,1,0,0.0,1.0471861279633652,0.9111788722931424
